e_no,c,k1,k2,k3,k4,ax,ay,az,bx,by,bz,pvol,m_g,m_c
131,2,0.5,4,0.5,4,0.48200814483990806,0.0,0.8761667354493609,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
132,2,0.5,4,0.5,4,0.400919881040035,0.0,0.9161131201914118,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
133,2,0.5,4,0.5,4,0.3431284350025491,0.0,0.9392884951348556,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
134,2,0.5,4,0.5,4,0.9488494381499128,0.0,0.3157289085950076,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
135,2,0.5,4,0.5,4,0.716567973539463,0.0,0.6975172680998998,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
136,2,0.5,4,0.5,4,0.526889036291525,0.0,0.8499340818179891,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
137,2,0.5,4,0.5,4,0.4007513891061312,0.0,0.9161868390942461,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
138,2,0.5,4,0.5,4,0.3143377934999197,0.0,0.9493111984895164,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
139,2,0.5,4,0.5,4,0.2534575508468594,0.0,0.9673465097464877,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
140,2,0.5,4,0.5,4,0.21237390033429696,0.0,0.9771884805178568,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
141,2,0.5,4,0.5,4,0.711203047549249,0.0,0.702986646499534,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
142,2,0.5,4,0.5,4,0.32799670001012743,0.0,0.9446788686016357,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
143,2,0.5,4,0.5,4,0.2051432794293606,0.0,0.9787319525309099,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
144,2,0.5,4,0.5,4,0.1460742189482526,0.0,0.9892736338135459,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
145,2,0.5,4,0.5,4,0.11072346943614492,0.0,0.9938512531138767,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
146,2,0.5,4,0.5,4,0.08737100974185553,0.0,0.9961758412332075,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
147,2,0.5,4,0.5,4,0.07218802336910293,0.0,0.9973910413083035,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
